284.1604309082031,284.0
286.1535949707031,286.0
274.6888122558594,269.0
291.6954650878906,290.0
279.5931701660156,284.0
279.363525390625,280.0
307.53948974609375,312.0
286.24603271484375,290.0
301.1277770996094,301.0
297.4076843261719,294.0
293.4151306152344,296.0
269.7920837402344,270.0
287.1282958984375,299.0
298.0025329589844,302.0
299.4986267089844,302.0
333.42242431640625,344.0
296.5192565917969,296.0
280.50103759765625,283.0
310.2904052734375,276.0
297.3338928222656,303.0
274.6155700683594,270.0
287.9228820800781,284.0
293.7654113769531,296.0
282.6822204589844,292.0
318.2559814453125,315.0
287.5342712402344,287.0
275.62884521484375,284.0
330.0078125,326.0
280.66357421875,280.0
285.4581298828125,281.0
285.7171936035156,283.0
275.0413513183594,267.0
286.7695617675781,283.0
284.4039001464844,281.0
273.0489807128906,278.0
277.3558349609375,277.0
332.1012878417969,335.0
329.801513671875,330.0
281.6732482910156,283.0
263.05255126953125,265.0
315.329345703125,317.0
287.3217468261719,288.0
281.1081237792969,277.0
328.189697265625,334.0
274.24310302734375,277.0
314.42803955078125,321.0
304.02191162109375,311.0
272.6667175292969,274.0
290.5090637207031,287.0
308.995361328125,311.0
325.7998962402344,318.0
335.7375793457031,337.0
287.5429992675781,289.0
276.3467102050781,286.0
279.99371337890625,281.0
270.128173828125,270.0
298.7814636230469,302.0
289.4879150390625,287.0
331.8543395996094,339.0
295.28375244140625,294.0
328.6384582519531,332.0
283.1152038574219,284.0
319.1554870605469,321.0
285.0357971191406,281.0
296.649169921875,293.0
306.2709045410156,305.0
163.06875610351562,151.0
289.66925048828125,288.0
285.9466552734375,285.0
275.69403076171875,282.0
293.0088806152344,294.0
267.8782043457031,268.0
271.9811096191406,273.0
284.613525390625,291.0
331.16961669921875,341.0
315.6024169921875,309.0
311.6944885253906,318.0
279.3769226074219,277.0
270.31353759765625,272.0
281.8616943359375,296.0
270.1089172363281,272.0
301.04095458984375,311.0
289.0069274902344,291.0
332.4482116699219,334.0
283.80865478515625,284.0
305.3126525878906,307.0
296.54571533203125,309.0
287.4640197753906,290.0
279.50433349609375,287.0
277.5158386230469,281.0
269.0523376464844,264.0
268.48175048828125,269.0
291.3349609375,286.0
282.4409484863281,277.0
271.1092529296875,272.0
283.3781433105469,288.0
282.8922119140625,294.0
269.3869934082031,269.0
310.8258361816406,311.0
293.0666198730469,298.0
335.8410949707031,334.0
295.3598327636719,301.0
308.8874816894531,301.0
278.4761047363281,287.0
267.3582458496094,263.0
272.6431579589844,275.0
302.5727844238281,297.0
313.1651306152344,316.0
310.27294921875,306.0
310.8551940917969,314.0
309.89788818359375,315.0
310.0056457519531,323.0
311.2876892089844,309.0
312.5594482421875,318.0
267.958251953125,269.0
191.0053253173828,193.0
297.94171142578125,298.0
270.5854187011719,267.0
284.3898620605469,284.0
280.3764343261719,274.0
304.2742004394531,297.0
282.87200927734375,287.0
295.2840576171875,298.0
289.8724365234375,282.0
325.3642578125,331.0
272.69775390625,280.0
306.15850830078125,308.0
299.7090759277344,306.0
269.7995910644531,266.0
311.9095153808594,316.0
273.8411865234375,270.0
289.0688781738281,296.0
287.0556640625,280.0
297.9256591796875,312.0
166.95352172851562,161.0
283.37353515625,284.0
273.8882751464844,275.0
297.650146484375,299.0
303.25677490234375,311.0
281.5606384277344,292.0
313.5122985839844,321.0
312.2992248535156,317.0
299.8720397949219,299.0
283.6767272949219,290.0
295.99285888671875,293.0
282.76641845703125,275.0
318.2283935546875,321.0
270.8737487792969,268.0
284.2310791015625,273.0
272.0699462890625,271.0
282.27032470703125,277.0
312.8460693359375,311.0
285.76104736328125,284.0
290.0997314453125,291.0
282.2313232421875,277.0
270.8892822265625,272.0
271.14044189453125,269.0
